hash,move,score - This file contains all positions with 4 to 6 moves on a 8x7 board.
72362171660566786,3,24
73467198026350850,4,7
144397767060553991,3,0
72903230165680386,3,4
73470479381364994,3,25
144397766909821443,3,3
72911927474454786,3,25
72340220116271365,4,5
144397766960218371,4,4
72632651520999682,4,5
216456469015494921,4,6
73748673003061506,1,9
144397766976733699,6,8
144397766910083331,1,25
144397771204526349,4,4
73751954358075650,3,4
72903170036269314,2,0
144679241886335239,3,3
144397766909821190,4,24
72903170036138754,4,5
144397767077331206,4,7
144397766960152835,3,5
144397771204657414,4,2
72340280212259077,3,3
72621703649362690,4,7
72621703682916610,4,10
144397767060554499,3,-2
144399966083809539,3,3
72903170036138245,3,0
73184657897750786,4,25
73186822561267970,3,9
74591998421565698,5,24
72906447096185090,1,4
72627171142729986,4,19
144679241936601351,3,5
144397766976668675,3,9
72621703649362181,4,8
144397766909755655,0,0
74594180264952066,3,25
73747569196466437,3,5
75154931195117828,5,24
75154931195118082,5,24
75154931195183362,5,24
72634850544255234,3,6
75154944080019714,3,5
72621768073871618,4,7
72621703649493250,4,7
74873473398276354,3,17
77969680962224386,5,24
73191203427909890,3,8
144397766909561091,2,25
74032329823158530,5,5
75718980660166914,1,5
73466128579494146,4,6
144397766909690374,4,8
144397766909560070,4,8
72340280212390146,2,6
72346769907843346,5,17
72905321814753554,4,24
360570570464624902,4,6
144397766909625859,3,7
72623902672617730,4,8
144397766909756163,2,0
72905321814753801,4,24
216457559937188361,4,7
72346769907843593,5,17
72342371861594377,3,24
144397766976668166,3,18
72905321814819081,4,24
144397766976733446,6,7
144397766959891715,3,3
72342371928441097,2,24
72346769907908873,5,8
144397766909561347,3,6
74875655241662722,4,7
72346769924620553,5,5
72342389041201417,3,24
216457559953965321,4,3
144397766909690883,4,2
216457559937188114,4,6
144397766976864515,5,3
144397767060685059,3,3
72340220082717445,4,3
144397766909559815,0,3
144397775516270855,0,-6
144397766959891206,3,6
73468271768174857,4,24
144397767094108675,3,7
72342419105972485,4,5
75154931211895042,4,4
72355566000865544,5,25
72909719861264648,0,14
144397766959890951,1,6
72346769907844356,5,17
72355566000865796,5,25
72909719861264900,4,24
216461957983699460,4,17
144397766910148867,3,5
72355566000931076,5,25
72909719861330180,4,24
216461957983764740,4,17
72346769974952196,4,24
72355566017642756,5,25
72909719878041860,4,17
216461958000476420,4,17
72346787087712516,3,24
72355570295832836,5,25
72909724156231940,5,14
144397766960022019,3,7
72346769908105476,4,17
144399965983146246,3,5
72350094212530434,2,6
144397766959890701,3,5
72354466489368836,5,9
72351189429190914,4,5
75156030706745602,4,4
144397775549825286,3,7
72637040977576196,5,25
73472669814685956,4,24
72905321831530761,4,3
72354475079172356,5,9
74031221721596168,0,8
217020509890609416,4,25
72905321814754564,4,24
74031221721596420,4,24
217020509890609668,4,25
72905321815015684,4,24
74031221721661700,4,24
217020509890674948,4,25
72905321881862404,4,25
74031221738373380,4,17
217020509907386628,4,25
72905338994622724,3,25
144397775650488579,4,4
72354466522792196,5,8
72916316931031300,4,24
72342371861332261,3,5
72354466489238276,5,9
74034520256479492,6,15
72346769907843345,0,5
75720071581860100,4,24
72340220082848005,4,4
144397766909886979,3,7
72913026986082562,1,3
144397766909624839,3,5
288794429928702215,3,7
216457559937450244,4,24
72628244884553993,5,6
216457560004296964,4,24
217023808425492740,3,5
216457577117057284,6,25
72917416442659076,3,8
144397766909559309,4,5
74031226016563460,6,5
217583459844030724,4,25
72346774202810633,5,5
216468555053465860,4,7
72905321814753553,0,2
72342371861332499,4,5
72370959163654404,5,6
72353366977609993,3,5
73754144791396612,5,16
216469654565093636,5,6
72905321814755842,4,24
146931041666531587,3,8
73471578892992770,5,6
72354466489237769,5,6
144398866421186829,5,5
72905321814820098,4,24
144397771271635459,1,6
288512954951991565,3,6
72342371928442114,4,24
144397766960021766,3,6
216457559937188113,0,2
72346769907909890,6,15
72342371878109459,3,3
72342389041202434,3,24
144960716913312006,3,5
72346769924621570,3,6
144399965899260179,3,5
72340275917291781,3,-6
216743432960409860,2,6
216461957983699208,0,5
288512954952253702,2,7
72346769907845634,4,8
288514054463619335,5,5
73468271768175874,4,24
72908620349637890,4,6
72346769907845378,5,17
72355566000866306,5,25
72909719861265410,4,24
145242191806529795,3,17
216457564232155401,4,2
72355566000931330,5,25
72909719861330434,3,19
72623846838042899,5,5
72346769974952450,4,24
72355566017643010,5,25
72909719878042114,2,9
144679246148075779,5,7
72346787087712770,3,24
72355570295833090,5,25
72346769908105730,4,18
145523666783174915,3,5
72909724156232194,5,8
144680341364736259,4,5
144397766909624589,2,5
72905321831531778,3,4
216457559937253641,2,4
72354466522792450,5,8
72342371861595394,2,0
72354466489238786,5,8
72637040977576450,5,25
73472669814686210,4,24
144679241853108739,2,7
72905321814755586,4,24
74031221721596930,4,24
145242191806268163,3,25
72905321815015938,4,24
74031221721661954,3,8
144680341364474627,3,25
72905321881862658,4,25
74031221738373634,2,6
144679246147814147,3,25
72905338994622978,3,25
360570549073674502,3,5
72342376156299539,4,2
72916316931031554,4,24
72354466489369090,5,6
144679241853043459,4,5
144397766909625094,2,5
72908620349636873,3,5
75720071581860354,4,24
72342371861334788,4,5
74034520256479746,6,14
145242191806267655,3,8
144683639899357443,3,24
72354475079172610,5,6
144679259032715523,3,24
144679241869885699,2,4
144679241919955203,1,25
72917416442659330,5,6
144679241853501699,3,8
144679246147813639,5,3
144679241852847363,3,25
72905326109720841,5,2
432630342050971913,3,5
72345670396215571,5,5
504687936088899848,0,4
144679241852846349,3,6
72905326109721858,5,3
144679241853567235,2,6
73754144791396866,5,15
288512954968768775,0,3
72905321815343362,4,24
145523666799755523,2,2
72370959163654658,5,5
72342371928703234,4,25
144407662480785667,3,3
72346769908433154,5,5
144397766909625603,2,3
144679241852847619,4,5
72342389041463554,3,25
72342371862642946,4,5
72342371861333257,3,4
72346774202811650,5,3
72342371861987588,4,8
288512959246958855,4,4
144679241853108486,2,6
72342371861987842,5,7
72346774203072770,5,3
144402164922843395,3,4
73468271768436994,4,24
72628244884816130,4,17
72346769924882690,5,5
72355566001062146,5,25
72909719861461250,4,24
217864934820741380,3,5
72346769908367618,4,17
72355566017708290,5,25
72909719878107394,1,5
144401065411281155,3,6
72346787087778050,6,24
72355570295898370,5,25
72353366977872130,4,4
144398866404802819,5,6
144402169217614083,4,3
72623846838698242,5,6
72346769975017730,5,5
72342371878764802,3,5
72345670396870914,5,6
144680341364474119,4,2
72905321831792898,5,5
72354466489303810,5,6
72637040977641730,5,25
73472669814751490,4,24
72354466489499906,5,6
72905321815277826,4,24
74031221721792770,4,24
144401065411019523,3,25
72905321881927938,4,25
72342376156302082,4,3
144398870682731267,3,25
72905338994688258,3,25
144398870682992899,6,3
72354475079237890,5,8
72916316931096834,4,24
72370959163719938,5,5
146649566689820931,2,3
72909724156297474,5,5
72908620349899010,5,5
75720071581925634,4,24
74031221738438914,1,5
144406562969157891,3,24
74031226016563714,4,4
72917416442724610,5,6
73754144791462146,5,8
144398866454872323,1,25
72342376156954882,4,5
144398866388418819,3,5
72354466522857730,5,6
144398866387764483,3,25
144679241852846854,2,5
72345670396218114,4,5
73749746745147650,5,6
72353366977611010,1,3
145523671077945603,3,-3
72342372029104388,4,24
72342372029104642,4,24
72628244884555010,5,4
72342372196876546,4,24
145524766294606083,3,4
72346770058838274,5,5
72342372029169922,5,7
144398866388484355,2,5
72342389108310274,2,25
74034520256545026,3,3
72342376324071682,3,4
144398866388025859,5,4
216455408158572805,3,-2
72353367044718850,4,24
216457559937189124,4,4
72345670563987714,3,6
144679241852846599,0,3
144398870682730759,6,2
73468271835283714,4,25
72628244951662850,5,7
72346770042061058,4,24
72355566051197186,5,25
74031226016628994,2,5
288512954951992070,4,5
72346787104489730,5,7
72355570312610050,5,25
72346774269919490,3,3
72909724173009154,5,7
144397784072782083,4,-1
144397771188142339,2,5
72342371861337346,4,4
288512954952188167,3,4
72354466506146050,5,8
72354475095949570,5,8
72354466506015490,5,7
72623847005815042,3,6
72637040994353410,5,25
144397779761299715,2,2
72905326109982978,4,-3
72905321948971266,4,25
144397771171823875,2,5
144397779761038083,3,25
72905339011399938,7,25
73472669831463170,4,5
144398866388025606,2,7
144398866404541187,3,0
74034520273256706,2,7
72370959180431618,5,4
144398866387960579,4,0
73754144808173826,5,8
72909719911596290,5,3
144398883567632643,4,2
144397801235874051,3,24
144397771171365379,2,3
144397771238211843,1,25
144397771187880199,4,0
144397771171758339,4,3
144399965899326723,1,0
144397771171104003,3,25
72905321965748482,5,5
144397784056004870,3,24
72905326176829698,3,-2
74031221771927810,6,2
72916316947808514,3,3
72342414811005188,3,24
72342414811005442,3,24
72342414811070722,6,24
72917416459436290,5,5
72342457760678146,3,24
72354466506014981,5,7
74031226033340674,6,4
217020514185576708,4,2
144397771171365126,2,5
72353384157479170,3,24
72908637529506050,4,5
144397767027130627,3,3
72342414827782402,4,4
72623889787715842,5,6
73468288948044034,3,25
144402164939424003,3,-2
72346804267581698,3,24
72355578885767426,5,25
72909732746166530,5,7
73749746811994370,4,4
72345713345888514,1,6
72354470784205570,5,4
75720071598637314,4,4
144397779761037575,4,-3
144397784056005123,4,2
144398866387763974,4,5
144397805530841347,4,3
72354466556346626,5,6
72637045272543490,5,25
72354470784336130,5,7
72354483669106946,5,7
72905356174491906,3,25
144397771171104259,4,3
144397771171299591,5,-1
72342371861397779,2,4
74034524551446786,6,19
72917420737626370,5,9
144398866404540679,5,-1
73754149086363906,5,19
72354466489238021,5,6
72905360469459202,4,3
144397767010353411,1,25
72354470784205061,5,6
144401065411019015,5,0
72354470817759490,5,6
72354466489303301,5,6
144397766893633795,2,4
144397766943244550,4,24
72628262064423170,2,4
144397766943441155,3,5
73749763924754690,3,4
74031234606498050,6,-2
216460858472071433,4,5
144397766943244803,5,-1
73749746744885513,0,5
72370963458621698,5,4
144397766893568259,3,3
72346808562548994,5,3
144397766926467843,3,-4
144397766926729475,2,0
144397771187880707,3,-2
144397766893110019,4,4
144397766893109511,0,3
73472674109653250,5,3
72916321225998594,5,3
288512954951991815,4,3
72352267465983746,1,5
72352267499537154,4,6
72352267466113794,3,4
72352276055917314,3,6
216461962278666500,5,3
144397771171300099,5,3
72352267499667714,2,8
72352267566645506,3,7
72366561150697730,4,24
72352267466375426,3,8
72366561117274370,4,2
144402164922646790,3,3
72366569707077890,3,24
72915226009338114,3,6
72352293235785986,4,11
72915217419534594,2,5
72342371878112002,3,4
72352267499536645,2,4
144679241853042951,4,4
72352276089471234,2,7
216739034913898761,3,3
72368760157176066,3,5
72352276056047874,3,7
144397766892913159,3,4
72908620416745730,5,5
72368760140399106,3,6
72367660662325506,3,6
72368760140398852,3,6
145523666782978310,2,3
73479266884452610,4,24
144679241869623559,0,-3
72929511070564610,4,24
144960716830146819,4,2
144398866387960071,4,3
72915217419404034,5,4
144397766893175299,2,6
144679241869624067,2,2
144397766876726019,3,0
72366561117143301,3,4
72915217452957954,4,6
72367660628902146,4,5
144397766910279939,5,3
144397766892914179,3,5
72367660628771586,4,5
144399965899981059,5,4
72352267466113285,3,4
73753045313323266,5,9
144397771171102989,4,3
74041117326246146,6,6
144397766876791299,4,4
73753045279899906,3,6
144402164922647043,2,4
75720075876827394,4,3
144397766876332301,3,5
72368764435366146,4,4
72635941465948930,4,16
72368760140464386,3,5
75723370116743426,3,6
72635950055883010,1,16
72635941499502850,5,9
73753053869703426,5,10
72635941466079490,5,10
73199990930997506,5,25
74598569721528578,4,24
144397766909886726,2,7
75157121628438788,4,24
75157121628439042,4,24
75157121628504322,4,24
72366561117143810,3,-3
144397771171103239,0,1
144397766893175046,7,5
72367669218705666,4,5
77971871395545346,4,24
73480366396080386,5,6
144397766876137731,3,25
72650235117109506,2,6
144397766876725511,0,0
75157121645216002,5,6
73753045279769346,4,7
75160420163322114,3,5
144397766876856835,2,6
72652434140365058,5,6
144397766892913923,2,-1
72352267465982725,3,2
144397775466660099,4,4
144397766926467335,3,-3
144397766876398595,5,5
144397766877577475,3,0
144960716829753606,3,6
144398866387764739,5,4
144398866387763469,5,4
72352276055916805,5,5
144397784056201475,2,4
144399965899587846,2,6
217018310884131081,4,4
72903139971367177,5,24
144397766876333315,2,4
73760741861163266,3,6
144397775466266886,4,6
72907520838009097,4,24
144397771171103494,2,3
74029022698406153,6,5
144397766876332806,4,6
74880044698239234,2,5
74029026993307913,6,5
144397766876398086,5,7
74029022698340626,6,6
76280822512025864,6,25
72635941465948421,5,6
72397347442721026,4,2
76280822512026116,6,25
72903122808275219,3,3
144397766876791046,4,5
76280822512091396,6,25
74029022698341636,6,12
72930610582192386,2,3
76280822528803076,6,25
218144210790973700,4,17
74029039878209796,5,24
76280826806993156,6,25
74029022698340873,6,5
74033420744851716,4,24
76281922023653636,6,25
74029022715117833,3,4
218144210774262020,3,7
218144210774196740,4,6
72903122791760137,3,4
75999347535446276,6,16
75999347568869636,6,16
74029022698602756,4,5
75999356125249796,3,8
144397766877643011,3,4
144397766876137987,2,3
218144215069163780,6,4
72903122791499017,3,4
218144210774196488,0,4
72903122791498021,4,5
217018310867419401,4,4
74029022765449476,4,5
144397766876333571,2,5
217018328047223044,5,25
288512959246828295,3,4
217022708913864964,4,25
288514054463488775,3,4
76001546558570756,3,7
75157125923406082,5,2
73749746744886530,5,3
218145310285824260,6,5
217018310867354884,4,6
80221472185975044,6,6
75999347535315209,6,5
72903127086465299,3,3
145523666782978563,2,3
72903122791503106,4,5
74029022698342914,4,5
217018310934462724,3,3
219833060634460420,4,5
144397766892912909,3,3
72903122858607874,4,24
74029022715118850,6,4
145523671077815043,3,4
72352267465982219,5,3
72903139971368194,3,24
72903122791563539,4,3
75717872558604553,3,4
74029022698407170,6,5
72907520838010114,4,24
72903122791498259,4,3
72903122791500548,4,6
72903122791566082,4,4
288512954951862022,1,5
288512954968638215,3,2
72903122791761154,2,0
76280822512026626,6,25
144397766876332551,4,4
217018310867353874,4,4
76280822512091650,6,25
72903127086467842,4,4
74029022698342658,6,6
76280822528803330,6,25
144679246147684099,5,4
74029039878210050,5,24
76280826806993410,6,25
217018315162321161,3,-2
74033420744851970,4,24
76281922023653890,6,25
72903122808277762,3,3
217018310867616004,4,3
145242191806138115,3,5
217018310867354121,4,3
75717872558605570,4,5
74029022765449730,4,4
72903122858606857,0,3
144680341364344579,4,6
73747547721629971,4,5
146649566689690371,3,5
74029022698603010,6,4
74030122209969410,6,4
75999347568869890,3,10
144679241869494019,3,5
80221472185975298,6,5
144679241919824643,2,25
76001546558571010,6,7
144679241852977923,3,25
74029022698340625,0,3
74030122209968393,6,3
145524766294475523,3,2
75999347535446530,6,7
75999356125250050,3,7
144679246147683079,5,3
217862735797485833,3,4
144679241852718595,1,6
144679241852782339,1,3
74029022698930434,6,4
72903122792808706,4,4
74029026993308930,6,2
72903122858868994,4,24
74029022715379970,6,4
220114535611171076,3,6
144679241852716806,4,6
72903139971629314,3,24
74029026993570050,6,3
75999347535315461,6,5
144960716829425939,3,4
72907520838271234,4,24
75999347535316226,6,4
72623846838045442,5,3
72903122808930562,3,3
72903122792153348,4,6
144407662480655107,2,1
72904222303128322,4,4
76280822512222466,6,25
144402164922516995,4,5
144401065410889475,3,5
76280822528868610,6,25
144398870682601219,6,-3
74029039878275330,5,24
76280826807058690,6,25
75999347535315716,6,5
74033420744917250,4,24
76281922023719170,6,25
288512954951861005,3,5
72367660628771077,4,4
73747547722285314,3,5
75999347535577346,6,16
74029022765515010,6,6
144398866387699459,1,0
433191092981137673,3,5
144398866404411139,1,4
80221472186040578,6,5
75717872558866690,2,2
75999347568935170,6,6
72904222303125779,5,3
144398883567502083,4,4
144398866454741763,2,25
72342371861400322,2,4
144398866387895043,3,25
145523666799624963,3,-4
216467455541838085,2,-2
144397766892913414,4,0
75999356125315330,6,5
72903122792153602,4,5
144398870682600199,6,-5
72903122959270148,4,9
72903122959270402,4,7
72903122959335682,3,7
144406562969027331,3,2
144680341364343559,4,3
144679241852718339,3,3
144398866387633926,1,7
72903140038476034,5,25
72903123127042306,4,3
74029022849335554,6,4
74029027060416770,6,5
72907520905117954,4,25
72903127254237442,4,4
72915217419403525,5,3
144397805530710787,4,2
73747547721632514,6,5
75999347535381250,6,5
144398866387635715,1,4
76280822562357506,6,25
75717872625713410,3,5
74029022698864898,6,3
76280826823770370,6,25
144402169217483523,3,0
144401065410888455,3,-4
76281922040430850,6,25
505248687019065608,0,3
144398866387763719,2,3
76001546558636290,2,5
217018310867353873,0,-2
74033420761628930,6,3
73753045279768837,4,5
75999347552092930,6,6
76001546575347970,6,6
74030122210230530,6,3
144679241869492999,3,3
75999347552223490,6,5
144397771238081283,2,25
75999356142027010,6,5
144397771171234563,3,25
74029022832558338,3,2
144397771171038979,5,2
72904222470897922,5,5
75999347602424066,6,5
144397771170975235,1,4
144397784072651523,4,0
72903165741170948,5,24
72903165741171202,5,24
72903165741236482,5,24
145523666782913283,6,2
72903208690843906,5,24
144397771170974979,3,2
74029061353046274,6,4
145523666782847750,4,3
72907538017878274,3,25
144398866387635459,4,4
74029039894987010,4,2
72903165757948162,3,5
75717889738473730,5,24
73747590671302914,3,7
74029057058078978,5,24
76280835396927746,6,25
74030139389837570,6,4
144397766926337795,1,-1
76281926318620930,6,25
73747547889402114,4,7
75999347552092421,6,4
74030122277077250,6,1
144397771187750659,5,-2
144397779760907015,3,-5
75999351863836930,6,7
144397784055874310,3,5
80221472202752258,4,3
75999351830283010,6,5
144397767010222851,2,25
80221476480942338,6,3
76001550853538050,6,7
75999364715184386,6,6
72903127087120642,4,5
144397766892783111,3,6
144397766892785155,1,5
144397771187749639,0,-6
144397766943114755,4,3
72914117907775748,4,24
72914117907776002,4,24
72914117907841282,4,24
72914117924552962,3,5
72904222303781122,2,3
72925113024053506,4,24
144398866404410119,4,-3
144679259032584963,4,3
72904265252798722,4,5
75722270605115650,4,24
144397766892783366,3,4
74037818791362818,4,24
76284121046909186,6,25
144397766892784899,3,2
144397766876202755,1,0
73758542837907714,2,6
144397779760908035,3,-2
144402164939293443,3,-3
74038918302990594,6,3
144398866387632909,3,2
76000447080497410,3,10
144397766876073475,1,7
144397766876529411,3,25
74033425039819010,6,4
144398866387698439,4,-3
144397766926336775,4,-6
76000447047074050,6,7
75999351830413570,5,5
144397766943179523,3,-2
360570548990116102,2,5
146931041666401027,4,3
72914122202743042,4,3
144397766892848899,1,4
144397771170973191,4,0
144397771170972429,5,0
288512954951861767,4,5
76000447046943490,6,7
288794429928571655,4,4
144397766876071686,1,5
76000455636877570,1,7
144397766876268035,2,2
144397784055939843,4,-2
76000447046942981,6,5
76003745581826306,6,5
144397766943113990,3,3
75436397615579394,4,24
75436406171959554,3,24
144397766876136455,1,0
75999351830282501,6,4
145523666782848515,6,3
75436397615448834,4,6
75436406205382914,2,24
144397766876267270,4,3
75436397582287106,2,7
144397784055875075,3,5
79095572279132930,4,5
79095572312686850,4,7
79095580869067010,5,24
75436423351697666,4,10
75436406171828994,3,6
79097771302387970,4,24
144397766876136710,1,3
75436397581895426,1,5
75436397582024965,3,7
75436397582025474,3,4
75442994651660546,5,8
144397766876135949,2,4
75438605195084034,3,6
75436397682557186,3,17
75438596638703874,4,6
79658522232553986,3,5
79658522232619266,3,3
144398866387633671,4,3
79377055845777666,3,8
144397771171037959,0,-4
144399965899262979,4,5
75436397615448325,2,7
144397766909561859,4,5
79377047255974146,3,5
144397771170973446,4,2
144397766876010755,3,3
75999347535380741,6,4
144679241852716551,4,4
75438596605280514,5,7
75436406171828485,3,5
144683639899226883,5,3
79377047289397506,3,8
144397766876073219,4,2
144397766909560326,4,7
80222571697602818,6,3
79658526527521026,4,3
144397775465940486,3,7
217019410378981641,6,3
79658522232553732,3,5
144397766892847879,3,2
144397766876071431,1,6
144397766893044483,3,-3
216455360981041417,3,0
216455360914194697,3,3
79658522249330946,3,2
79379246279098626,3,4
75438596605149445,3,6
75438596605149954,4,4
144397767027000067,3,2
79377047255843586,3,4
144397766876201735,0,-5
79095572279263490,2,5
288512954951926535,2,3
79095572279132421,4,5
576743331103572239,0,25
216455378093801737,4,2
288794429928571151,0,25
216459758960443657,4,3
288514054463488271,0,25
144960716829428739,4,4
288512959246827791,0,25
288512955018969351,3,4
288512954968637711,0,25
144397766876011011,4,5
288512954951926031,0,25
144397775465942019,4,5
288512954951860751,0,25
75436397581894405,3,4
144397766876594947,5,3
504685737082421513,4,0
216455365208899859,3,0
144397766876007686,4,5
288512954985414926,4,17
288517352998371591,3,4
288512963541795086,3,17
288512972131729671,3,2
144399965899261446,3,5
144397766876138499,4,3
144402164922581763,1,2
145242191806137095,1,3
79659621744181506,5,3
217581260820775177,4,3
144397766876136966,1,6
504685737065644305,0,-3
216455360930709779,3,-3
288512954952122631,2,3
219551585657749765,3,4
86976871627030786,4,3
216455360913932581,5,3
145523666849956099,3,3
504685741360611593,3,-3
147212520938078467,4,3
504685737065709833,4,0
145523671077814535,0,-3
75436397581893899,3,3
504685737065644306,7,3
145242191806136591,0,25
150027266410217731,3,5
144680341364343055,0,25
216455360913932819,4,3
144679246147682575,0,25
145523666783109379,3,-2
144679241869492495,0,25
146931041666400519,4,3
144679241852780815,0,25
145524766294475015,0,2
144679241852715535,0,25
289638854858703111,3,4
145523683962716419,3,-3
144679241919824135,3,2
144679241852977415,3,4
145523666782848259,3,5
79377047255843077,3,3
147212516643176707,3,4
144679241886269710,0,17
145523666782912775,3,0
146649566689689863,0,-3
144679250442649870,0,17
144960716829427206,3,5
288512954951860509,0,5
144402182102384899,3,24
144419757108560131,3,4
144679241852715789,3,3
144402164989624579,4,24
288512954951861511,3,3
216456460425560339,5,-1
144402164922777859,3,24
144690236968993027,3,6
147212516659888387,3,-3
144408761992282627,4,6
216455360914587908,4,7
145528064829358339,5,-1
289075904905281806,0,4
144408766287249667,4,4
144401065410887951,0,25
288515153975116046,0,4
144398870682599695,0,25
144679259032584455,4,2
144398866404409615,0,25
144679241852781319,5,3
144398866387697935,0,25
145523666782847246,0,3
144398866387632655,0,25
144402164922515975,3,3
144407662480654599,3,2
144679241852846350,0,4
144397766892782349,3,0
288512954951861006,4,6
144408762009059587,3,5
288512954951991566,0,4
144408761992347907,2,3
144408761992282374,3,4
216455360913998099,2,2
144679241852715790,4,6
144681440875970830,0,4
144679284802388227,3,7
144397805530710279,0,0
144397784122982659,5,24
432628143027716371,3,3
144398909337305347,5,6
144397784056135939,3,24
144683639899226375,3,1
144398866387632910,0,6
144398866387894535,3,-2
504686836577272073,5,2
144398866387763470,0,5
144397784055874819,4,0
144402164922515725,3,2
144397779760906511,0,25
144398874977566990,0,6
144397771187749135,0,25
144398883567501575,4,0
144397771171037455,0,25
144402169217483015,4,-3
144397771170972175,0,25
144397771171234055,3,0
144397766876005901,1,5
144398866421186830,0,5
144397809825743107,4,4
216455361081704708,4,9
144397852775350531,2,2
144397809842454787,3,3
144397784072651015,3,-3
144398866387632413,0,0
216455403863605508,2,8
144679242020487427,2,6
144398866555404547,2,4
145523666782847495,3,1
648800925141500174,0,3
144397767211548931,5,3
144397766943375619,1,25
144397801235743491,3,-6
144397771338744067,4,4
144397766943114499,2,25
144397767043777027,4,6
144397767043776774,4,8
144399970194227470,0,4
504685737065644553,3,0
144397766926336271,0,25
144402164939292935,3,-3
144397766892847375,0,25
144397809825677827,4,5
144397766892782095,0,25
144397766943179015,0,-1
144397767043842307,3,3
144406562969026823,5,-3
144398866454741255,3,-2
144397771170972935,3,-3
216455360913933577,3,2
144402164922515726,0,1
144397771238080775,3,-3
144402164922581255,0,-3
144397801235742983,4,-3
144397767026999559,0,0
144397766876007431,1,4
144397784055873806,0,17
144397766943113486,0,4
216466356030210308,4,5
145523666782847245,3,4
144397766876267779,3,25
144397766877315331,3,4
144679241853370627,3,4
144960721124393230,0,3
144397771171627267,4,6
144397766876201231,0,25
144397766876659974,3,5
144397766876070415,0,25
144397784055939335,2,2
144397784055873805,4,0
144397766876594439,4,2
144397766876660227,5,4
144402164922516739,3,-3
144397766876528903,3,-5
144397766943113735,3,-1
144399965916037390,0,4
144397784055874055,3,4
216736835890643219,6,2
144397766893043975,2,-3
144397771170974467,2,5
144397766892781853,0,0
144397766893437187,3,3
144397766876266766,0,2
144397771204526350,0,3
144397766876266765,2,3
144397766892912910,0,3
147212516643111427,3,3
144397766876005391,0,25
144397766892782855,3,-3
144397766943113485,3,2
144397809825677574,3,12
648800925141500173,4,0
144960716829491470,0,4
360570553284755726,0,2
144397771171102990,0,2
144397775465939470,0,7
144397775466004750,0,5
144397766909559310,0,7
144397766876009731,3,3
145523666799624455,6,-5
144397771170972430,0,0
144397775482716430,0,5
144399965899325710,0,4
219270110681039108,4,4
144397766909624590,0,5
144679241852715293,0,2
147213616154738947,5,4
144397766876006919,4,4
144398866387634947,4,3
144397766876005646,0,4
144960716846203150,0,2
360572748013043980,4,6
144399974489194764,3,24
144399965932814604,4,24
144398866387633415,4,0
144679241852717827,4,3
144399965899260430,0,5
144397767010222343,2,-6
144397775499493644,5,24
144397775466070284,3,24
144397766876007174,4,5
360570548989853966,0,0
144397766976667916,3,18
144397766909690124,4,24
144397766892784387,3,3
144404363945771276,5,7
144397771170971933,0,-1
360570549023342860,4,7
144397766876267015,2,2
144397766909559564,4,7
144960716862980364,4,7
144397766892782350,3,4
144960725419360524,3,7
144960716829426190,3,6
144397766876135705,3,7
144398866388287747,2,2
144397766909559065,3,8
504967212042354953,3,3
144397775465939724,3,7
144397766876397836,5,8
144399965899391244,2,8
146086616736268556,6,6
144397766876004893,0,0
360570557579723020,4,7
144399965899260185,3,8
360570548989919500,4,6
144397792645808396,4,18
144397766876006663,3,-3
144961816341053710,0,2
144397766876005145,3,6
144960716829557004,3,5
360571648501416206,0,0
144397766909559066,4,8
144397766876135950,0,5
144397775465939226,3,8
72340181428011546,3,6
360570548989789702,4,4
144397766876136204,4,5
360852023966499086,0,3
144397775465939225,3,7
144397766876072707,2,3
144397766876070173,5,0
144960716829425945,3,6
144960716829426444,4,5
72342371861332506,3,6
144399965899260684,4,5
144397766876006156,4,5
72340172871631386,3,6
144962915852681484,3,4
72340172871631885,3,4
147212516643111174,1,4
144397766876005645,3,3
72903122791498266,3,4
72342371861333005,4,4
144397766892781851,3,0
144402164922516230,5,0
144398866387632411,4,2
144399965899260186,3,6
144397766876005146,4,6
144679241852715291,4,4
72340172838077467,1,0
72340172871696909,3,5
72340172854854171,3,1
72340172854985229,3,3
72903122791498765,4,3
216455360913935108,1,3
72340172838208525,2,0
360570549006565646,0,-3
72903122808275469,3,0
72342371878109709,3,2
72340172838078733,1,-1
72340177133045005,3,0
72340172838077722,4,4
360570548989788441,3,5
144397771170971931,4,-1
144397766876070171,2,0
72340181444788749,3,4
72340190017946125,3,0
72342371861398029,3,3
72340181428012045,3,4
361133498943209740,4,4
216455360930710029,3,0
72340172838208026,4,5
72341272349705485,3,3
144397766876070669,2,0
72340177166598669,1,0
72903127086465549,4,-2
288512954951860507,3,5
72340172905185805,4,0
144960716829425946,3,4
72340177133175309,2,-1
144397766876004891,4,4
72340172838076981,4,0
72340172871633414,4,9
72340181428013574,3,9
72344570884588045,4,0
72342371861334534,3,5
144397766876070670,2,5
72340172838144774,2,4
72621647848342029,3,4
72342376156299789,5,-3
72340172871632140,3,6
72340181428012300,1,6
72340172838142491,3,0
72903122791499020,4,5
72340172854856454,3,4
144397766876135706,5,4
72340177133044251,4,-2
72340172905186566,4,1
360570548989788686,5,2
72903122791563789,3,2
72341272383259149,3,5
72341272349835789,2,0
360570548989788940,4,3
216455365208900109,3,-6
72621656404722189,4,5
72340172838081798,3,3
72340172838339846,4,-1
72621647814918669,2,3
792916113217356044,3,3
72342371861333260,5,5
72340172854854925,4,-2
72340172838208780,4,3
72623846838043149,5,3
72340181428077830,4,5
216455365208900870,4,-3
